state,state_name,county,NAME,population_size,percent_65plus,count_65plus,CODE
12,Hawaii,41,"Gilchrist County, Florida",16992,19.17961394,3259,HI
19,Louisiana,63,"Emmet County, Iowa",9917,19.17918725,1902,LA
51,Wyoming,143,"Pittsylvania County, Virginia",62794,19.17858394,12043,WY
51,Wyoming,137,"Orange County, Virginia",34596,19.17851775,6635,WY
40,Rhode Island,67,"Jefferson County, Oklahoma",6333,19.16942997,1214,RI
47,Virginia,121,"Meigs County, Tennessee",11716,19.16182998,2245,VA
56,Wyoming,43,"Washakie County, Wyoming",8400,19.1547619,1609,WY
37,Oklahoma,15,"Bertie County, North Carolina",20518,19.15391364,3930,OK
18,Kentucky,169,"Wabash County, Indiana",32358,19.14827863,6196,KY
45,Utah,27,"Clarendon County, South Carolina",34178,19.14389373,6543,UT
40,Rhode Island,23,"Choctaw County, Oklahoma",15120,19.14021164,2894,RI
29,Nevada,213,"Taney County, Missouri",53555,19.13733545,10249,NV
19,Louisiana,33,"Cerro Gordo County, Iowa",43481,19.13709436,8321,LA
39,Pennsylvania,81,"Jefferson County, Ohio",68053,19.13655533,13023,PA
51,Wyoming,23,"Botetourt County, Virginia",33155,19.13135274,6343,WY
36,Ohio,113,"Warren County, New York",65180,19.13010126,12469,OH
12,Hawaii,37,"Franklin County, Florida",11628,19.12624699,2224,HI
47,Virginia,19,"Carter County, Tennessee",56941,19.12154686,10888,VA
72,Wyoming,55,"Guanica Municipio, Puerto Rico",18207,19.11902016,3481,WY
19,Louisiana,41,"Clay County, Iowa",16537,19.10866542,3160,LA
40,Rhode Island,93,"Major County, Oklahoma",7700,19.1038961,1471,RI
54,Wyoming,31,"Hardy County, West Virginia",13936,19.10160735,2662,WY
42,South Dakota,117,"Tioga County, Pennsylvania",42284,19.09942295,8076,SD
24,Minnesota,19,"Dorchester County, Maryland",32534,19.09694473,6213,MN
42,South Dakota,65,"Jefferson County, Pennsylvania",44756,19.09688087,8547,SD
21,Maryland,55,"Crittenden County, Kentucky",9222,19.09564086,1761,MD
29,Nevada,45,"Clark County, Missouri",6919,19.09235439,1321,NV
51,Wyoming,111,"Lunenburg County, Virginia",12558,19.0874343,2397,WY
19,Louisiana,37,"Chickasaw County, Iowa",12244,19.08689971,2337,LA
55,Wyoming,135,"Waupaca County, Wisconsin",52125,19.08489209,9948,WY
35,North Dakota,59,"Union County, New Mexico",4339,19.08273796,828,ND
47,Virginia,59,"Greene County, Tennessee",68576,19.07956136,13084,VA
12,Hawaii,105,"Polk County, Florida",626676,19.07939669,119566,HI
17,Kansas,55,"Franklin County, Illinois",39694,19.0734116,7571,KS
28,Nebraska,141,"Tishomingo County, Mississippi",19539,19.0695532,3726,NE
42,South Dakota,25,"Carbon County, Pennsylvania",64634,19.06581675,12323,SD
19,Louisiana,171,"Tama County, Iowa",17479,19.06287545,3332,LA
54,Wyoming,69,"Ohio County, West Virginia",43637,19.06180535,8318,WY
20,Maine,31,"Coffey County, Kansas",8458,19.05887917,1612,ME
17,Kansas,47,"Edwards County, Illinois",6649,19.05549707,1267,KS
17,Kansas,169,"Schuyler County, Illinois",7311,19.03980304,1392,KS
12,Hawaii,89,"Nassau County, Florida",75880,19.03663679,14445,HI
39,Pennsylvania,33,"Crawford County, Ohio",42725,19.03569339,8133,PA
54,Wyoming,87,"Roane County, West Virginia",14636,19.02842307,2785,WY
27,Montana,29,"Clearwater County, Minnesota",8752,19.02422303,1665,MT
19,Louisiana,157,"Poweshiek County, Iowa",18705,19.02165196,3558,LA
29,Nevada,181,"Ripley County, Missouri",13990,19.02072909,2661,NV
4,Arkansas,3,"Cochise County, Arizona",129647,19.00853857,24644,AR
5,California,17,"Chicot County, Arkansas",11353,19.00819167,2158,CA
27,Montana,165,"Watonwan County, Minnesota",11054,19.00669441,2101,MT
20,Maine,97,"Kiowa County, Kansas",2536,19.00630915,482,ME
1,Alabama,57,"Fayette County, Alabama",16896,19.00449811,3211,AL
30,New Hampshire,95,"Stillwater County, Montana",9288,19.00301464,1765,NH
26,Missouri,151,"Sanilac County, Michigan",42014,19.00080925,7983,MO
72,Wyoming,131,"San Sebastian Municipio, Puerto Rico",40471,18.99878926,7689,WY
48,Washington,503,"Young County, Texas",18329,18.99721752,3482,WA
40,Rhode Island,75,"Kiowa County, Oklahoma",9302,18.99591486,1767,RI
25,Mississippi,7,"Dukes County, Massachusetts",17048,18.99343031,3238,MS
51,Wyoming,161,"Roanoke County, Virginia",93633,18.98369165,17775,WY
18,Kentucky,159,"Tipton County, Indiana",15573,18.98157067,2956,KY
51,Wyoming,159,"Richmond County, Virginia",8989,18.97875181,1706,WY
56,Wyoming,29,"Park County, Wyoming",28985,18.97188201,5499,WY
47,Virginia,101,"Lewis County, Tennessee",11944,18.97186872,2266,VA
47,Virginia,13,"Campbell County, Tennessee",40176,18.96903624,7621,VA
54,Wyoming,57,"Mineral County, West Virginia",27755,18.95874617,5262,WY
49,West Virginia,53,"Washington County, Utah",148244,18.94983945,28092,WV
30,New Hampshire,47,"Lake County, Montana",29157,18.94913743,5525,NH
72,Wyoming,147,"Vieques Municipio, Puerto Rico",9130,18.94852136,1730,WY
51,Wyoming,197,"Wythe County, Virginia",29190,18.94826996,5531,WY
42,South Dakota,57,"Fulton County, Pennsylvania",14694,18.94650878,2784,SD
53,Wyoming,47,"Okanogan County, Washington",41332,18.94174006,7829,WY
47,Virginia,83,"Houston County, Tennessee",8290,18.9384801,1570,VA
21,Maryland,7,"Ballard County, Kentucky",8256,18.93168605,1563,MD
29,Nevada,215,"Texas County, Missouri",25735,18.93141636,4872,NV
39,Pennsylvania,43,"Erie County, Ohio",76141,18.92935475,14413,PA
42,South Dakota,51,"Fayette County, Pennsylvania",134851,18.92829864,25525,SD
33,New York,1,"Belknap County, New Hampshire",60399,18.91753175,11426,NY
47,Virginia,185,"White County, Tennessee",26252,18.90522627,4963,VA
48,Washington,331,"Milam County, Texas",24344,18.90404206,4602,WA
1,Alabama,123,"Tallapoosa County, Alabama",41153,18.90263164,7779,AL
47,Virginia,139,"Polk County, Tennessee",16687,18.90094085,3154,VA
5,California,81,"Little River County, Arkansas",12720,18.89937107,2404,CA
40,Rhode Island,43,"Dewey County, Oklahoma",4863,18.89779971,919,RI
37,Oklahoma,161,"Rutherford County, North Carolina",66865,18.89628356,12635,OK
54,Wyoming,55,"Mercer County, West Virginia",61891,18.89612383,11695,WY
16,Iowa,71,"Oneida County, Idaho",4245,18.89281508,802,IA
1,Alabama,111,"Randolph County, Alabama",22648,18.88908513,4278,AL
1,Alabama,27,"Clay County, Alabama",13537,18.88897097,2557,AL
40,Rhode Island,3,"Alfalfa County, Oklahoma",5755,18.88792354,1087,RI
5,California,83,"Logan County, Arkansas",22001,18.8855052,4155,CA
53,Wyoming,41,"Lewis County, Washington",75515,18.88234126,14259,WY
17,Kansas,165,"Saline County, Illinois",24783,18.87987734,4679,KS
18,Kentucky,115,"Ohio County, Indiana",6033,18.8794961,1139,KY
47,Virginia,29,"Cocke County, Tennessee",35321,18.8782877,6668,VA
72,Wyoming,53,"Fajardo Municipio, Puerto Rico",34720,18.87096774,6552,WY
42,South Dakota,13,"Blair County, Pennsylvania",126448,18.86071745,23849,SD
42,South Dakota,107,"Schuylkill County, Pennsylvania",146360,18.86034436,27604,SD
42,South Dakota,15,"Bradford County, Pennsylvania",62228,18.85967732,11736,SD
19,Louisiana,27,"Carroll County, Iowa",20629,18.85210141,3889,LA
32,New Mexico,19,"Lyon County, Nevada",51657,18.84546141,9735,NM
22,Massachusetts,13,"Bienville Parish, Louisiana",13977,18.84524576,2634,MA
72,Wyoming,127,"San Juan Municipio, Puerto Rico",371400,18.83844911,69966,WY
30,New Hampshire,67,"Park County, Montana",15708,18.83753501,2959,NH
27,Montana,153,"Todd County, Minnesota",24466,18.81795144,4604,MT
40,Rhode Island,63,"Hughes County, Oklahoma",13785,18.81755531,2594,RI
45,Utah,1,"Abbeville County, South Carolina",24997,18.81425771,4703,UT
23,Michigan,7,"Franklin County, Maine",30402,18.80797316,5718,MI
13,Idaho,289,"Twiggs County, Georgia",8509,18.8036197,1600,ID
31,New Jersey,51,"Dixon County, Nebraska",5866,18.8032731,1103,NJ
39,Pennsylvania,155,"Trumbull County, Ohio",206373,18.80187815,38802,PA
26,Missouri,47,"Emmet County, Michigan",33018,18.80186565,6208,MO
51,Wyoming,27,"Buchanan County, Virginia",23486,18.79843311,4415,WY
20,Maine,1,"Allen County, Kansas",13081,18.79825701,2459,ME
54,Wyoming,41,"Lewis County, West Virginia",16434,18.79639771,3089,WY
6,Colorado,41,"Marin County, California",258349,18.79434408,48555,CO
31,New Jersey,145,"Red Willow County, Nebraska",10946,18.79225288,2057,NJ
55,Wyoming,57,"Juneau County, Wisconsin",26494,18.78915981,4978,WY
29,Nevada,123,"Madison County, Missouri",12401,18.78880735,2330,NV
20,Maine,113,"McPherson County, Kansas",29252,18.78845891,5496,ME
37,Oklahoma,33,"Caswell County, North Carolina",23174,18.78829723,4354,OK
12,Hawaii,27,"DeSoto County, Florida",34957,18.78593701,6567,HI
51,Wyoming,43,"Clarke County, Virginia",14299,18.77753689,2685,WY
29,Nevada,207,"Stoddard County, Missouri",29837,18.77534605,5602,NV
72,Wyoming,121,"Sabana Grande Municipio, Puerto Rico",24307,18.7723701,4563,WY
54,Wyoming,35,"Jackson County, West Virginia",29256,18.76538146,5490,WY
36,Ohio,97,"Schuyler County, New York",18410,18.75611081,3453,OH
26,Missouri,113,"Missaukee County, Michigan",14988,18.755004,2811,MO
29,Nevada,173,"Ralls County, Missouri",10243,18.75427121,1921,NV
26,Missouri,137,"Otsego County, Michigan",24141,18.75233006,4527,MO
31,New Jersey,5,"Arthur County, Nebraska",448,18.75,84,NJ
27,Montana,5,"Becker County, Minnesota",33138,18.74886837,6213,MT
40,Rhode Island,77,"Latimer County, Oklahoma",10774,18.7488398,2020,RI
54,Wyoming,51,"Marshall County, West Virginia",32480,18.74384236,6088,WY
39,Pennsylvania,167,"Washington County, Ohio",61351,18.73156102,11492,PA
16,Iowa,69,"Nez Perce County, Idaho",39779,18.73098871,7451,IA
20,Maine,171,"Scott County, Kansas",4928,18.72970779,923,ME
28,Nebraska,19,"Choctaw County, Mississippi",8354,18.72157051,1564,NE
47,Virginia,133,"Overton County, Tennessee",22100,18.71945701,4137,VA
6,Colorado,89,"Shasta County, California",178942,18.71835567,33495,CO
48,Washington,49,"Brown County, Texas",37833,18.71646446,7081,WA
39,Pennsylvania,99,"Mahoning County, Ohio",234550,18.71413345,43894,PA
19,Louisiana,135,"Monroe County, Iowa",8002,18.70782304,1497,LA
8,Delaware,89,"Otero County, Colorado",18572,18.70019384,3473,DE
41,South Carolina,35,"Klamath County, Oregon",65972,18.69732614,12335,SC
31,New Jersey,35,"Clay County, Nebraska",6382,18.69319962,1193,NJ
13,Idaho,263,"Talbot County, Georgia",6490,18.69029276,1213,ID
48,Washington,429,"Stephens County, Texas",9452,18.68387643,1766,WA
46,Vermont,79,"Lake County, South Dakota",12086,18.68277346,2258,VT
38,Oregon,97,"Traill County, North Dakota",8077,18.68267921,1509,OR
24,Minnesota,1,"Allegany County, Maryland",73549,18.67462508,13735,MN
44,Texas,5,"Newport County, Rhode Island",82663,18.67461863,15437,TX
38,Oregon,33,"Golden Valley County, North Dakota",1822,18.66081229,340,OR
29,Nevada,13,"Bates County, Missouri",16643,18.65649222,3105,NV
28,Nebraska,65,"Jefferson Davis County, Mississippi",11941,18.65002931,2227,NE
17,Kansas,185,"Wabash County, Illinois",11652,18.64915894,2173,KS
51,Wyoming,19,"Bedford County, Virginia",76463,18.64692727,14258,WY
18,Kentucky,171,"Warren County, Indiana",8367,18.64467551,1560,KY
39,Pennsylvania,115,"Morgan County, Ohio",14913,18.64145377,2780,PA
29,Nevada,203,"Shannon County, Missouri",8317,18.63652759,1550,NV
40,Rhode Island,57,"Harmon County, Oklahoma",2866,18.63224006,534,RI
29,Nevada,59,"Dallas County, Missouri",16564,18.63076552,3086,NV
17,Kansas,87,"Johnson County, Illinois",12829,18.62966716,2390,KS
20,Maine,13,"Brown County, Kansas",9880,18.62348178,1840,ME
47,Virginia,161,"Stewart County, Tennessee",13286,18.62110492,2474,VA
42,South Dakota,79,"Luzerne County, Pennsylvania",320095,18.62009716,59602,SD
51,Wyoming,49,"Cumberland County, Virginia",9859,18.61243534,1835,WY
51,Wyoming,11,"Appomattox County, Virginia",15208,18.60862704,2830,WY
23,Michigan,27,"Waldo County, Maine",38976,18.59605911,7248,MI
27,Montana,157,"Wabasha County, Minnesota",21381,18.59127263,3975,MT
17,Kansas,139,"Moultrie County, Illinois",14927,18.59047364,2775,KS
23,Michigan,17,"Oxford County, Maine",57421,18.58553491,10672,MI
31,New Jersey,99,"Kearney County, Nebraska",6549,18.58298977,1217,NJ
12,Hawaii,59,"Holmes County, Florida",19635,18.57906799,3648,HI
39,Pennsylvania,19,"Carroll County, Ohio",28361,18.57480343,5268,PA
54,Wyoming,67,"Nicholas County, West Virginia",25930,18.57308137,4816,WY
51,Wyoming,595,"Emporia city, Virginia",5672,18.56488011,1053,WY
48,Washington,395,"Robertson County, Texas",16532,18.5639971,3069,WA
31,New Jersey,53,"Dodge County, Nebraska",36725,18.56228727,6817,NJ
17,Kansas,195,"Whiteside County, Illinois",57525,18.55367232,10673,KS
19,Louisiana,175,"Union County, Iowa",12575,18.5526839,2333,LA
50,Wisconsin,21,"Rutland County, Vermont",60530,18.55113167,11229,WI
1,Alabama,61,"Geneva County, Alabama",26815,18.54931941,4974,AL
41,South Carolina,7,"Clatsop County, Oregon",37382,18.54903429,6934,SC
47,Virginia,85,"Humphreys County, Tennessee",18240,18.53618421,3381,VA
17,Kansas,57,"Fulton County, Illinois",36323,18.53371142,6732,KS
13,Idaho,283,"Treutlen County, Georgia",6762,18.5300207,1253,ID
35,North Dakota,23,"Hidalgo County, New Mexico",4643,18.522507,860,ND
21,Maryland,61,"Edmonson County, Kentucky",12105,18.5212722,2242,MD
51,Wyoming,75,"Goochland County, Virginia",21721,18.52124672,4023,WY
23,Michigan,23,"Sagadahoc County, Maine",35092,18.51989057,6499,MI
28,Nebraska,7,"Attala County, Mississippi",19175,18.51890482,3551,NE
54,Wyoming,27,"Hampshire County, West Virginia",23542,18.5115963,4358,WY
19,Louisiana,85,"Harrison County, Iowa",14467,18.51109421,2678,LA
17,Kansas,23,"Clark County, Illinois",16159,18.50980878,2991,KS
40,Rhode Island,35,"Craig County, Oklahoma",14744,18.50922409,2729,RI
19,Louisiana,57,"Des Moines County, Iowa",40208,18.50875448,7442,LA
17,Kansas,171,"Scott County, Illinois",5198,18.50711812,962,KS
42,South Dakota,125,"Washington County, Pennsylvania",208226,18.50633446,38535,SD
13,Idaho,165,"Jenkins County, Georgia",8922,18.50481955,1651,ID
18,Kentucky,45,"Fountain County, Indiana",16888,18.50426338,3125,KY
17,Kansas,25,"Clay County, Illinois",13582,18.50242969,2513,KS
20,Maine,181,"Sherman County, Kansas",6054,18.50016518,1120,ME
47,Virginia,1,"Anderson County, Tennessee",75430,18.49927085,13954,VA
47,Virginia,51,"Franklin County, Tennessee",41138,18.49628081,7609,VA
26,Missouri,127,"Oceana County, Michigan",26229,18.49479584,4851,MO
42,South Dakota,33,"Clearfield County, Pennsylvania",81343,18.49452319,15044,SD
13,Idaho,119,"Franklin County, Georgia",22110,18.49389417,4089,ID
8,Delaware,83,"Montezuma County, Colorado",25700,18.49027237,4752,DE
35,North Dakota,49,"Santa Fe County, New Mexico",147108,18.48981701,27200,ND
21,Maryland,75,"Fulton County, Kentucky",6422,18.48333852,1187,MD
48,Washington,259,"Kendall County, Texas",37361,18.47916276,6904,WA
72,Wyoming,31,"Carolina Municipio, Puerto Rico",168114,18.47377375,31057,WY
48,Washington,147,"Fannin County, Texas",33748,18.47220576,6234,WA
29,Nevada,199,"Scotland County, Missouri",4873,18.46911553,900,NV
13,Idaho,141,"Hancock County, Georgia",8881,18.46638892,1640,ID
42,South Dakota,69,"Lackawanna County, Pennsylvania",213459,18.46537274,39416,SD
21,Maryland,89,"Greenup County, Kentucky",36477,18.46094799,6734,MD
40,Rhode Island,55,"Greer County, Oklahoma",6117,18.45675985,1129,RI
54,Wyoming,53,"Mason County, West Virginia",27177,18.45310373,5015,WY
47,Virginia,153,"Sequatchie County, Tennessee",14592,18.44846491,2692,VA
26,Missouri,27,"Cass County, Michigan",51952,18.44779797,9584,MO
31,New Jersey,123,"Morrill County, Nebraska",4874,18.44480919,899,NJ
40,Rhode Island,99,"Murray County, Oklahoma",13733,18.44462244,2533,RI
48,Washington,247,"Jim Hogg County, Texas",5239,18.43863333,966,WA
26,Missouri,13,"Baraga County, Michigan",8690,18.43498274,1602,MO
51,Wyoming,185,"Tazewell County, Virginia",43870,18.43400957,8087,WY
26,Missouri,79,"Kalkaska County, Michigan",17230,18.43296576,3176,MO
29,Nevada,11,"Barton County, Missouri",12166,18.42840704,2242,NV
28,Nebraska,97,"Montgomery County, Mississippi",10464,18.42507645,1928,NE
47,Virginia,73,"Hawkins County, Tennessee",56595,18.41682127,10423,VA
39,Pennsylvania,13,"Belmont County, Ohio",69560,18.41000575,12806,PA
31,New Jersey,185,"York County, Nebraska",13825,18.40867993,2545,NJ
40,Rhode Island,105,"Nowata County, Oklahoma",10555,18.40833728,1943,RI
21,Maryland,33,"Caldwell County, Kentucky",12826,18.40792141,2361,MD
47,Virginia,123,"Monroe County, Tennessee",45293,18.40681783,8337,VA
50,Wisconsin,25,"Windham County, Vermont",43858,18.40029185,8070,WI
12,Hawaii,131,"Walton County, Florida",59487,18.39897793,10945,HI
38,Oregon,71,"Ramsey County, North Dakota",11566,18.39875497,2128,OR
27,Montana,125,"Red Lake County, Minnesota",4061,18.39448412,747,MT
21,Maryland,45,"Casey County, Kentucky",15954,18.39037232,2934,MD
44,Texas,1,"Bristol County, Rhode Island",49176,18.38905157,9043,TX
32,New Mexico,510,"Carson City, Nevada",54482,18.38772439,10018,NM
47,Virginia,89,"Jefferson County, Tennessee",52490,18.37873881,9647,VA
13,Idaho,105,"Elbert County, Georgia",19537,18.37539029,3590,ID
29,Nevada,25,"Caldwell County, Missouri",9083,18.37498624,1669,NV
1,Alabama,91,"Marengo County, Alabama",20306,18.36895499,3730,AL
21,Maryland,207,"Russell County, Kentucky",17669,18.3654989,3245,MD
18,Kentucky,125,"Pike County, Indiana",12687,18.36525577,2330,KY
72,Wyoming,13,"Arecibo Municipio, Puerto Rico",92511,18.355655,16981,WY
26,Missouri,133,"Osceola County, Michigan",23234,18.35241456,4264,MO
37,Oklahoma,171,"Surry County, North Carolina",73170,18.33538335,13416,OK
17,Kansas,3,"Alexander County, Illinois",7364,18.33242803,1350,KS
5,California,105,"Perry County, Arkansas",10300,18.33009709,1888,CA
5,California,109,"Pike County, Arkansas",11087,18.32777126,2032,CA
29,Nevada,211,"Sullivan County, Missouri",6512,18.32002457,1193,NV
36,Ohio,43,"Herkimer County, New York",64034,18.31839335,11730,OH
30,New Hampshire,17,"Custer County, Montana",11945,18.31728757,2188,NH
21,Maryland,149,"McLean County, Kentucky",9500,18.31578947,1740,MD
46,Vermont,119,"Sully County, South Dakota",1469,18.31177672,269,VT
19,Louisiana,111,"Lee County, Iowa",35369,18.306992,6475,LA
29,Nevada,61,"Daviess County, Missouri",8277,18.30373324,1515,NV
72,Wyoming,21,"Bayamon Municipio, Puerto Rico",197287,18.3022703,36108,WY
36,Ohio,17,"Chenango County, New York",49549,18.3010757,9068,OH
47,Virginia,107,"McMinn County, Tennessee",52506,18.30076563,9609,VA
51,Wyoming,15,"Augusta County, Virginia",74053,18.29905608,13551,WY
51,Wyoming,51,"Dickenson County, Virginia",15463,18.29528552,2829,WY
17,Kansas,117,"Macoupin County, Illinois",46844,18.2947656,8570,KS
49,West Virginia,17,"Garfield County, Utah",5069,18.2876307,927,WV
19,Louisiana,53,"Decatur County, Iowa",8249,18.26888108,1507,LA
17,Kansas,135,"Montgomery County, Illinois",29348,18.24996593,5356,KS
31,New Jersey,139,"Pierce County, Nebraska",7184,18.24888641,1311,NJ
37,Oklahoma,59,"Davie County, North Carolina",41447,18.24498757,7562,OK
17,Kansas,21,"Christian County, Illinois",34200,18.24269006,6239,KS
17,Kansas,61,"Greene County, Illinois",13502,18.24174196,2463,KS
45,Utah,87,"Union County, South Carolina",28125,18.23644444,5129,UT
48,Washington,43,"Brewster County, Texas",9235,18.23497564,1684,WA
40,Rhode Island,147,"Washington County, Oklahoma",51760,18.22836167,9435,RI
51,Wyoming,9,"Amherst County, Virginia",32148,18.21886276,5857,WY
37,Oklahoma,169,"Stokes County, North Carolina",46661,18.21649772,8500,OK
29,Nevada,229,"Wright County, Missouri",18449,18.21236923,3360,NV
54,Wyoming,1,"Barbour County, West Virginia",16731,18.21170283,3047,WY
53,Wyoming,27,"Grays Harbor County, Washington",71419,18.20803988,13004,WY
51,Wyoming,25,"Brunswick County, Virginia",16930,18.20437094,3082,WY
23,Michigan,25,"Somerset County, Maine",51577,18.20385055,9389,MI
47,Virginia,55,"Giles County, Tennessee",28949,18.20097413,5269,VA
48,Washington,153,"Floyd County, Texas",6178,18.19359016,1124,WA
29,Nevada,91,"Howell County, Missouri",40326,18.18925755,7335,NV
18,Kentucky,165,"Vermillion County, Indiana",15860,18.1778058,2883,KY
20,Maine,41,"Dickinson County, Kansas",19516,18.17483091,3547,ME
54,Wyoming,19,"Fayette County, West Virginia",45534,18.16664471,8272,WY
47,Virginia,131,"Obion County, Tennessee",31129,18.16312763,5654,VA
55,Wyoming,71,"Manitowoc County, Wisconsin",80521,18.1629637,14625,WY
40,Rhode Island,33,"Cotton County, Oklahoma",6112,18.16099476,1110,RI
45,Utah,57,"Lancaster County, South Carolina",81263,18.16078658,14758,UT
17,Kansas,1,"Adams County, Illinois",67081,18.14224594,12170,KS
55,Wyoming,61,"Kewaunee County, Wisconsin",20483,18.14187375,3716,WY
6,Colorado,45,"Mendocino County, California",87544,18.13488075,15876,CO
72,Wyoming,61,"Guaynabo Municipio, Puerto Rico",93899,18.13437843,17028,WY
1,Alabama,3,"Baldwin County, Alabama",195121,18.13028839,35376,AL
17,Kansas,33,"Crawford County, Illinois",19541,18.12599151,3542,KS
18,Kentucky,135,"Randolph County, Indiana",25596,18.12392561,4639,KY
51,Wyoming,181,"Surry County, Virginia",6823,18.11519859,1236,WY
17,Kansas,73,"Henry County, Illinois",49883,18.11238298,9035,KS
48,Washington,417,"Shackelford County, Texas",3352,18.10859189,607,WA
51,Wyoming,105,"Lee County, Virginia",25206,18.10283266,4563,WY
55,Wyoming,141,"Wood County, Wisconsin",74012,18.10111874,13397,WY
27,Montana,65,"Kanabec County, Minnesota",16003,18.09660689,2896,MT
40,Rhode Island,129,"Roger Mills County, Oklahoma",3780,18.0952381,684,RI
22,Massachusetts,111,"Union Parish, Louisiana",22533,18.09346292,4077,MA
40,Rhode Island,121,"Pittsburg County, Oklahoma",44961,18.09345878,8135,RI
48,Washington,161,"Freestone County, Texas",19586,18.08945165,3543,WA
20,Maine,145,"Pawnee County, Kansas",6911,18.08710751,1250,ME
55,Wyoming,123,"Vernon County, Wisconsin",30279,18.0818389,5475,WY
5,California,29,"Conway County, Arkansas",21110,18.08147797,3817,CA
30,New Hampshire,77,"Powell County, Montana",6975,18.07885305,1261,NH
29,Nevada,93,"Iron County, Missouri",10322,18.07789188,1866,NV
19,Louisiana,183,"Washington County, Iowa",22017,18.07694055,3980,LA
17,Kansas,189,"Washington County, Illinois",14457,18.07428927,2613,KS
31,New Jersey,171,"Thomas County, Nebraska",675,18.07407407,122,NJ
1,Alabama,33,"Colbert County, Alabama",54444,18.06075968,9833,AL
19,Louisiana,105,"Jones County, Iowa",20560,18.05933852,3713,LA
22,Massachusetts,85,"Sabine Parish, Louisiana",24248,18.05922138,4379,MA
5,California,47,"Franklin County, Arkansas",17866,18.0566439,3226,CA
18,Kentucky,181,"White County, Indiana",24388,18.05396096,4403,KY
54,Wyoming,107,"Wood County, West Virginia",86559,18.05358195,15627,WY
33,New York,19,"Sullivan County, New Hampshire",43135,18.05262548,7787,NY
31,New Jersey,127,"Nemaha County, Nebraska",7168,18.05245536,1294,NJ
47,Virginia,67,"Hancock County, Tennessee",6642,18.05179163,1199,VA
27,Montana,167,"Wilkin County, Minnesota",6526,18.05087343,1178,MT
53,Wyoming,57,"Skagit County, Washington",119343,18.04797935,21539,WY
21,Maryland,169,"Metcalfe County, Kentucky",9985,18.04707061,1802,MD
54,Wyoming,73,"Pleasants County, West Virginia",7636,18.04609743,1378,WY
13,Idaho,99,"Early County, Georgia",10579,18.04518385,1909,ID
19,Louisiana,17,"Bremer County, Iowa",24539,18.0447451,4428,LA
42,South Dakota,61,"Huntingdon County, Pennsylvania",45906,18.04339302,8283,SD
5,California,25,"Cleveland County, Arkansas",8510,18.03760282,1535,CA
40,Rhode Island,11,"Blaine County, Oklahoma",9810,18.03261978,1769,RI
46,Vermont,109,"Roberts County, South Dakota",10318,18.02674937,1860,VT
39,Pennsylvania,37,"Darke County, Ohio",52356,18.02085721,9435,PA
41,South Carolina,61,"Union County, Oregon",25745,18.01903282,4639,SC
17,Kansas,121,"Marion County, Illinois",38665,18.01370749,6965,KS
48,Washington,107,"Crosby County, Texas",6007,18.01231896,1082,WA
54,Wyoming,97,"Upshur County, West Virginia",24560,18.00895765,4423,WY
36,Ohio,77,"Otsego County, New York",61399,18.00680793,11056,OH
13,Idaho,27,"Brooks County, Georgia",15637,18.00217433,2815,ID
37,Oklahoma,173,"Swain County, North Carolina",14163,17.99759938,2549,OK
54,Wyoming,15,"Clay County, West Virginia",9141,17.99584291,1645,WY
5,California,11,"Bradley County, Arkansas",11206,17.98143852,2015,CA
5,California,127,"Scott County, Arkansas",10870,17.96688132,1953,CA
18,Kentucky,41,"Fayette County, Indiana",23773,17.96575948,4271,KY
21,Maryland,171,"Monroe County, Kentucky",10765,17.96562935,1934,MD
49,West Virginia,55,"Wayne County, Utah",2722,17.96473181,489,WV
1,Alabama,17,"Chambers County, Alabama",34079,17.96414214,6122,AL
20,Maine,139,"Osage County, Kansas",16080,17.960199,2888,ME
48,Washington,277,"Lamar County, Texas",49566,17.95989186,8902,WA
19,Louisiana,31,"Cedar County, Iowa",18375,17.9537415,3299,LA
40,Rhode Island,141,"Tillman County, Oklahoma",7715,17.95204148,1385,RI
47,Virginia,103,"Lincoln County, Tennessee",33550,17.94336811,6020,VA
45,Utah,29,"Colleton County, South Carolina",38004,17.93758552,6817,UT
20,Maine,125,"Montgomery County, Kansas",34184,17.93236602,6130,ME
20,Maine,133,"Neosho County, Kansas",16423,17.92607928,2944,ME
17,Kansas,137,"Morgan County, Illinois",35129,17.92536081,6297,KS
51,Wyoming,820,"Waynesboro city, Virginia",21150,17.90070922,3786,WY
51,Wyoming,167,"Russell County, Virginia",28245,17.90051337,5056,WY
21,Maryland,231,"Wayne County, Kentucky",20655,17.8939724,3696,MD
48,Washington,425,"Somervell County, Texas",8608,17.89033457,1540,WA
37,Oklahoma,111,"McDowell County, North Carolina",44961,17.88883699,8043,OK
51,Wyoming,135,"Nottoway County, Virginia",15711,17.88555789,2810,WY
20,Maine,143,"Ottawa County, Kansas",6048,17.87367725,1081,ME
27,Montana,49,"Goodhue County, Minnesota",46377,17.87308364,8289,MT
42,South Dakota,39,"Crawford County, Pennsylvania",87343,17.8720676,15610,SD
17,Kansas,187,"Warren County, Illinois",17701,17.86904695,3163,KS
1,Alabama,71,"Jackson County, Alabama",52860,17.8641695,9443,AL
72,Wyoming,95,"Maunabo Municipio, Puerto Rico",11701,17.86172122,2090,WY
1,Alabama,37,"Coosa County, Alabama",11027,17.85617122,1969,AL
42,South Dakota,75,"Lebanon County, Pennsylvania",135776,17.85440726,24242,SD
